client_id,contact_duration,number_contacts,previous_campaign_contacts,previous_outcome,campaign_outcome,last_contact_date
6560,439,2,0,1,0,2024-05-02
6561,119,1,0,1,0,2024-05-22
6562,713,1,0,1,0,2024-05-14
6563,202,1,0,1,0,2024-05-17
6564,72,1,0,1,0,2024-05-19
6565,78,4,0,1,0,2024-05-17
6566,217,1,0,1,0,2024-05-07
6567,392,1,0,1,0,2024-05-31
6568,188,1,0,1,0,2024-05-25
6569,130,1,0,1,0,2024-05-29
6570,151,3,0,1,0,2024-05-23
6571,211,2,0,1,0,2024-05-06
6572,249,11,0,1,0,2024-05-18
6573,1210,1,0,1,0,2024-05-19
6574,27,1,0,1,0,2024-05-08
6575,680,1,0,1,0,2024-05-11
6576,206,1,0,1,0,2024-05-08
6577,227,1,0,1,0,2024-05-11
6578,124,1,0,1,0,2024-05-31
6579,66,7,0,1,0,2024-05-21
6580,821,2,0,1,0,2024-05-17
6581,189,3,0,1,0,2024-05-28
6582,352,1,0,1,0,2024-05-09
6583,126,1,0,1,0,2024-05-17
6584,565,2,0,1,0,2024-05-17
6585,615,2,0,1,1,2024-05-18
6586,167,3,0,1,0,2024-05-29
6587,211,4,0,1,0,2024-05-13
6588,742,3,0,1,0,2024-05-18
6589,134,1,0,1,0,2024-05-18
6590,615,1,0,1,0,2024-05-08
6591,143,2,0,1,0,2024-05-03
6592,497,2,0,1,0,2024-05-12
6593,105,4,0,1,0,2024-05-27
6594,213,1,0,1,0,2024-05-15
6595,294,1,0,1,0,2024-05-28
6596,289,1,0,1,0,2024-05-02
6597,461,1,0,1,0,2024-05-17
6598,162,1,0,1,0,2024-05-26
6599,207,1,0,1,0,2024-05-26
6600,185,1,0,1,0,2024-05-09
6601,399,1,0,1,0,2024-05-27
6602,67,2,0,1,0,2024-05-20
6603,85,2,0,1,0,2024-05-29
6604,317,1,0,1,0,2024-05-31
6605,507,1,0,1,1,2024-05-07
6606,1183,1,0,1,1,2024-05-02
6607,302,1,0,1,0,2024-05-09
6608,344,2,0,1,0,2024-05-07
6609,8,4,0,1,0,2024-05-18
6610,489,1,0,1,0,2024-05-05
6611,328,1,0,1,0,2024-05-04
6612,201,1,0,1,0,2024-05-28
6613,117,2,0,1,0,2024-05-20
6614,226,1,0,1,0,2024-05-04
6615,97,2,0,1,0,2024-05-01
6616,438,1,0,1,0,2024-05-23
6617,174,1,0,1,0,2024-05-12
6618,675,1,0,1,0,2024-05-23
6619,123,18,0,1,0,2024-05-23
6620,257,2,0,1,0,2024-05-06
6621,266,2,0,1,0,2024-05-24
6622,195,2,0,1,0,2024-05-25
6623,145,3,0,1,0,2024-05-28
6624,232,4,0,1,0,2024-05-29
6625,97,2,0,1,0,2024-05-26
6626,91,3,0,1,0,2024-05-20
6627,83,2,0,1,0,2024-05-15
6628,314,2,0,1,0,2024-05-26
6629,694,2,0,1,1,2024-05-05
6630,146,1,0,1,0,2024-05-26
6631,149,2,0,1,0,2024-05-20
6632,591,2,0,1,0,2024-05-24
6633,288,3,0,1,0,2024-05-16
6634,36,1,0,1,0,2024-05-18
6635,191,2,0,1,0,2024-05-26
6636,97,1,0,1,0,2024-05-05
6637,71,2,0,1,0,2024-05-25
6638,275,2,0,1,0,2024-05-28
6639,187,4,0,1,0,2024-05-01
6640,170,5,0,1,0,2024-05-01
6641,177,3,0,1,0,2024-05-30
6642,251,1,0,1,0,2024-05-29
6643,152,1,0,1,0,2024-05-18
6644,463,1,0,1,0,2024-05-25
6645,157,1,0,1,0,2024-05-18
6646,74,2,0,1,0,2024-05-04
6647,179,2,0,1,0,2024-05-18
6648,796,1,0,1,1,2024-05-03
6649,160,3,0,1,0,2024-05-21
6650,272,2,0,1,0,2024-05-23
6651,296,1,0,1,0,2024-05-11
6652,125,2,0,1,0,2024-05-17
6653,81,2,0,1,0,2024-05-23
6654,189,3,0,1,0,2024-05-19
6655,597,3,0,1,0,2024-05-14
6656,61,1,0,1,0,2024-05-22
6657,53,1,0,1,0,2024-05-12
6658,159,2,0,1,0,2024-05-31
6659,198,2,0,1,0,2024-05-08
6660,45,1,0,1,0,2024-05-30
6661,132,1,0,1,0,2024-05-09
6662,664,2,0,1,1,2024-05-04
6663,290,1,0,1,0,2024-05-01
6664,184,2,0,1,0,2024-05-18
6665,51,1,0,1,0,2024-05-02
6666,119,1,0,1,0,2024-05-11
6667,260,1,0,1,0,2024-05-18
6668,68,1,0,1,0,2024-05-13
6669,99,2,0,1,0,2024-05-08
6670,285,2,0,1,0,2024-05-11
6671,247,1,0,1,0,2024-05-05
6672,81,4,0,1,0,2024-05-12
6673,244,6,0,1,0,2024-05-07
6674,227,1,0,1,0,2024-05-05
6675,289,2,0,1,0,2024-05-20
6676,183,1,0,1,0,2024-05-02
6677,100,2,0,1,0,2024-05-14
6678,648,1,0,1,1,2024-05-21
6679,198,3,0,1,0,2024-05-28
6680,536,7,0,1,0,2024-05-15
6681,173,1,0,1,0,2024-05-17
6682,184,2,0,1,0,2024-05-22
6683,282,2,0,1,0,2024-05-24
6684,269,2,0,1,0,2024-05-23
6685,176,6,0,1,0,2024-05-23
6686,347,2,0,1,0,2024-05-10
6687,88,3,0,1,0,2024-05-19
6688,279,2,0,1,0,2024-05-05
6689,294,3,0,1,0,2024-05-17
6690,188,2,0,1,0,2024-05-10
6691,116,6,0,1,0,2024-05-03
6692,60,6,0,1,0,2024-05-11
6693,217,2,0,1,0,2024-05-01
6694,298,5,0,1,0,2024-05-26
6695,864,2,0,1,1,2024-05-19
6696,469,3,0,1,0,2024-05-16
6697,139,2,0,1,0,2024-05-22
6698,80,9,0,1,0,2024-05-03
6699,67,2,0,1,0,2024-05-20
6700,129,2,0,1,0,2024-05-20
6701,89,5,0,1,0,2024-05-23
6702,346,2,0,1,0,2024-05-17
6703,47,1,0,1,0,2024-05-10
6704,244,3,0,1,0,2024-05-31
6705,136,1,0,1,0,2024-05-04
6706,110,5,0,1,0,2024-05-03
6707,433,3,0,1,0,2024-05-07
6708,66,2,0,1,0,2024-05-11
6709,140,2,0,1,0,2024-05-04
6710,89,1,0,1,0,2024-05-14
6711,54,1,0,1,0,2024-05-04
6712,172,1,0,1,0,2024-05-12
6713,72,3,0,1,0,2024-05-11
6714,124,1,0,1,0,2024-05-27
6715,118,1,0,1,0,2024-05-02
6716,24,1,0,1,0,2024-05-19
6717,489,2,0,1,0,2024-05-20
6718,357,1,0,1,0,2024-05-21
6719,84,3,0,1,0,2024-05-23
6720,239,2,0,1,0,2024-05-27
6721,466,1,0,1,0,2024-05-05
6722,383,1,0,1,0,2024-05-29
6723,413,1,0,1,0,2024-05-27
6724,101,2,0,1,0,2024-05-31
6725,344,1,0,1,0,2024-05-24
6726,360,1,0,1,0,2024-05-20
6727,79,2,0,1,0,2024-05-23
6728,314,2,0,1,0,2024-05-07
6729,315,2,0,1,0,2024-05-09
6730,117,2,0,1,0,2024-05-23
6731,229,2,0,1,0,2024-05-04
6732,94,1,0,1,0,2024-05-27
6733,83,4,0,1,0,2024-05-07
6734,338,2,0,1,0,2024-05-11
6735,491,1,0,1,0,2024-05-01
6736,167,1,0,1,0,2024-05-18
6737,258,1,0,1,0,2024-05-02
6738,1730,1,0,1,1,2024-05-31
6739,83,1,0,1,0,2024-05-01
6740,193,2,0,1,0,2024-05-13
6741,249,2,0,1,0,2024-05-01
6742,629,2,0,1,0,2024-05-17
6743,260,2,0,1,0,2024-05-03
6744,202,2,0,1,0,2024-05-10
6745,471,5,0,1,0,2024-05-07
6746,217,5,0,1,0,2024-05-12
6747,300,3,0,1,0,2024-05-22
6748,94,3,0,1,0,2024-05-16
6749,397,1,0,1,0,2024-05-06
6750,157,2,0,1,0,2024-05-28
6751,238,8,0,1,0,2024-05-28
6752,389,4,0,1,0,2024-05-04
6753,667,3,0,1,0,2024-05-19
6754,376,4,0,1,0,2024-05-28
6755,23,16,0,1,0,2024-05-03
6756,133,1,0,1,0,2024-05-15
6757,251,3,0,1,0,2024-05-01
6758,115,1,0,1,0,2024-05-13
6759,209,1,0,1,0,2024-05-14
6760,124,1,0,1,0,2024-05-03
6761,96,1,0,1,0,2024-05-17
6762,691,5,0,1,1,2024-05-05
6763,87,2,0,1,0,2024-05-04
6764,126,2,0,1,0,2024-05-03
6765,259,2,0,1,0,2024-05-22
6766,330,5,0,1,0,2024-05-14
6767,198,3,0,1,0,2024-05-12
6768,429,10,0,1,0,2024-05-06
6769,545,1,0,1,0,2024-05-30
6770,44,7,0,1,0,2024-05-24
6771,279,2,0,1,0,2024-05-19
6772,136,2,0,1,0,2024-05-05
6773,48,2,0,1,0,2024-05-28
6774,449,4,0,1,0,2024-05-22
6775,362,3,0,1,0,2024-05-03
6776,99,2,0,1,0,2024-05-16
6777,207,3,0,1,0,2024-05-16
6778,297,14,0,1,0,2024-05-07
6779,172,1,0,1,0,2024-05-24
6780,158,10,0,1,0,2024-05-19
6781,180,2,0,1,0,2024-05-10
6782,410,1,0,1,0,2024-05-30
6783,57,4,0,1,0,2024-05-13
6784,424,3,0,1,0,2024-05-24
6785,74,2,0,1,0,2024-05-17
6786,96,4,0,1,0,2024-05-03
6787,109,2,0,1,0,2024-05-09
6788,52,2,0,1,0,2024-05-27
6789,26,5,0,1,0,2024-05-02
6790,506,2,0,1,0,2024-05-06
6791,173,3,0,1,0,2024-05-13
6792,643,2,0,1,0,2024-05-21
6793,77,3,0,1,0,2024-05-16
6794,95,2,0,1,0,2024-05-02
6795,463,2,0,1,0,2024-05-15
6796,25,1,0,1,0,2024-05-01
6797,104,2,0,1,0,2024-05-01
6798,267,2,0,1,0,2024-05-10
6799,64,1,0,1,0,2024-05-26
6800,340,3,0,1,0,2024-05-07
6801,325,2,0,1,0,2024-05-24
6802,528,2,0,1,0,2024-05-30
6803,1277,2,0,1,0,2024-05-07
6804,363,4,0,1,0,2024-05-24
6805,411,3,0,1,0,2024-05-03
6806,245,2,0,1,0,2024-05-21
6807,160,2,0,1,0,2024-05-12
6808,313,2,0,1,0,2024-05-17
6809,140,5,0,1,0,2024-05-02
6810,25,2,0,1,0,2024-05-22
6811,157,3,0,1,0,2024-05-07
6812,157,2,0,1,0,2024-05-10
6813,386,3,0,1,0,2024-05-15
6814,593,2,0,1,0,2024-05-04
6815,176,2,0,1,0,2024-05-15
6816,189,2,0,1,0,2024-05-01
6817,302,2,0,1,0,2024-05-14
6818,165,4,0,1,0,2024-05-16
6819,48,5,0,1,0,2024-05-29
6820,51,4,0,1,0,2024-05-26
6821,99,2,0,1,0,2024-05-19
6822,452,2,0,1,0,2024-05-29
6823,187,3,0,1,0,2024-05-30
6824,335,2,0,1,0,2024-05-06
6825,110,8,0,1,0,2024-05-07
6826,299,3,0,1,0,2024-05-06
6827,85,3,0,1,0,2024-05-24
6828,234,3,0,1,0,2024-05-19
6829,264,2,0,1,0,2024-05-12
6830,233,4,0,1,0,2024-05-27
6831,239,4,0,1,0,2024-05-08
6832,611,3,0,1,0,2024-05-08
6833,600,2,0,1,0,2024-05-08
6834,478,2,0,1,0,2024-05-09
6835,92,5,0,1,0,2024-05-22
6836,158,2,0,1,0,2024-05-31
6837,198,2,0,1,0,2024-05-23
6838,438,2,0,1,0,2024-05-13
6839,205,7,0,1,0,2024-05-23
6840,342,2,0,1,0,2024-05-18
6841,249,2,0,1,0,2024-05-25
6842,75,6,0,1,0,2024-05-18
6843,225,4,0,1,0,2024-05-08
6844,88,3,0,1,0,2024-05-15
6845,314,5,0,1,0,2024-05-07
6846,109,3,0,1,0,2024-05-12
6847,456,2,0,1,0,2024-05-06
6848,92,5,0,1,0,2024-05-24
6849,223,5,0,1,0,2024-05-06
6850,148,3,0,1,0,2024-05-06
6851,205,3,0,1,0,2024-05-31
6852,80,3,0,1,0,2024-05-30
6853,357,3,0,1,0,2024-05-10
6854,23,17,0,1,0,2024-05-12
6855,513,2,0,1,0,2024-05-20
6856,171,5,0,1,0,2024-05-12
6857,90,8,0,1,0,2024-05-29
6858,55,4,0,1,0,2024-05-05
6859,51,2,0,1,0,2024-05-16
6860,560,9,0,1,1,2024-05-02
6861,245,2,0,1,0,2024-05-16
6862,318,2,0,1,0,2024-05-30
6863,105,2,0,1,0,2024-05-14
6864,261,2,0,1,0,2024-05-16
6865,398,4,0,1,0,2024-05-04
6866,200,4,0,1,0,2024-05-07
6867,267,4,0,1,0,2024-05-01
6868,191,5,0,1,0,2024-05-20
6869,300,4,0,1,0,2024-05-16
6870,82,4,0,1,0,2024-05-23
6871,153,3,0,1,0,2024-05-22
6872,504,3,0,1,0,2024-05-12
6873,104,3,0,1,0,2024-05-13
6874,194,3,0,1,0,2024-05-12
6875,212,4,0,1,0,2024-05-17
6876,122,4,0,1,0,2024-05-11
6877,185,6,0,1,0,2024-05-04
6878,107,3,0,1,0,2024-05-22
6879,87,5,0,1,0,2024-05-15
6880,145,2,0,1,0,2024-05-31
6881,30,2,0,1,0,2024-05-24
6882,585,3,0,1,0,2024-05-11
6883,136,2,0,1,0,2024-05-30
6884,90,8,0,1,0,2024-05-24
6885,146,2,0,1,0,2024-05-24
6886,180,2,0,1,0,2024-05-12
6887,376,3,0,1,0,2024-05-18
6888,619,3,0,1,0,2024-05-20
6889,100,2,0,1,0,2024-05-01
6890,75,1,0,1,0,2024-05-19
6891,93,1,0,1,0,2024-05-27
6892,334,2,0,1,0,2024-05-23
6893,92,1,0,1,0,2024-05-10
6894,750,2,0,1,0,2024-05-16
6895,332,1,0,1,0,2024-05-01
6896,333,3,0,1,0,2024-05-14
6897,118,2,0,1,0,2024-05-28
6898,620,1,0,1,0,2024-05-23
6899,193,6,0,1,0,2024-05-23
6900,138,1,0,1,0,2024-05-05
6901,543,1,0,1,1,2024-05-05
6902,297,1,0,1,0,2024-05-27
6903,144,1,0,1,0,2024-05-21
6904,155,1,0,1,0,2024-05-17
6905,140,1,0,1,0,2024-05-22
6906,42,7,0,1,0,2024-05-24
6907,127,4,0,1,0,2024-05-04
6908,61,1,0,1,0,2024-05-20
6909,267,1,0,1,0,2024-05-07
6910,103,2,0,1,0,2024-05-19
6911,205,5,0,1,0,2024-05-08
6912,54,1,0,1,0,2024-05-22
6913,132,3,0,1,0,2024-05-12
6914,275,1,0,1,0,2024-05-22
6915,203,1,0,1,0,2024-05-08
6916,95,1,0,1,0,2024-05-25
6917,177,1,0,1,0,2024-05-10
6918,179,1,0,1,0,2024-05-28
6919,136,2,0,1,0,2024-05-19
6920,128,7,0,1,0,2024-05-06
6921,184,1,0,1,0,2024-05-05
6922,284,1,0,1,0,2024-05-16
6923,148,1,0,1,0,2024-05-22
6924,244,2,0,1,0,2024-05-14
6925,107,2,0,1,0,2024-05-15
6926,140,3,0,1,0,2024-05-05
6927,217,5,0,1,0,2024-05-28
6928,1196,1,0,1,0,2024-05-16
6929,78,1,0,1,0,2024-05-24
6930,129,2,0,1,0,2024-05-11
6931,52,1,0,1,0,2024-05-10
6932,41,1,0,1,0,2024-05-11
6933,285,1,0,1,0,2024-05-31
6934,134,1,0,1,0,2024-05-20
6935,14,1,0,1,0,2024-05-19
6936,182,2,0,1,0,2024-05-27
6937,539,1,0,1,1,2024-05-01
6938,37,3,0,1,0,2024-05-10
6939,162,5,0,1,0,2024-05-20
6940,413,1,0,1,0,2024-05-19
6941,184,1,0,1,0,2024-05-11
6942,285,1,0,1,0,2024-05-14
6943,361,1,0,1,0,2024-05-21
6944,74,1,0,1,0,2024-05-02
6945,130,1,0,1,0,2024-05-08
6946,203,1,0,1,0,2024-05-11
6947,186,1,0,1,0,2024-05-30
6948,37,1,0,1,0,2024-05-03
6949,206,2,0,1,0,2024-05-27
6950,230,4,0,1,0,2024-05-24
6951,73,1,0,1,0,2024-05-12
6952,283,1,0,1,0,2024-05-14
6953,44,1,0,1,0,2024-05-30
6954,205,1,0,1,0,2024-05-15
6955,291,1,0,1,0,2024-05-17
6956,159,1,0,1,0,2024-05-09
6957,148,1,0,1,0,2024-05-15
6958,57,3,0,1,0,2024-05-24
6959,733,1,0,1,1,2024-05-26
6960,193,1,0,1,0,2024-05-12
6961,744,1,0,1,0,2024-05-21
6962,84,1,0,1,0,2024-05-02
6963,254,1,0,1,0,2024-05-29
6964,135,1,0,1,0,2024-05-31
6965,23,1,0,1,0,2024-05-30
6966,578,3,0,1,0,2024-05-24
6967,1093,1,0,1,1,2024-05-01
6968,247,1,0,1,0,2024-05-15
6969,114,9,0,1,0,2024-05-31
6970,119,1,0,1,0,2024-05-21
6971,619,1,0,1,0,2024-05-22
6972,514,3,0,1,0,2024-05-01
6973,337,1,0,1,0,2024-05-07
6974,561,1,0,1,0,2024-05-24
6975,111,1,0,1,0,2024-05-23
6976,418,8,0,1,0,2024-05-29
6977,56,2,0,1,0,2024-05-25
6978,456,1,0,1,0,2024-05-13
6979,109,1,0,1,0,2024-05-07
6980,413,2,0,1,0,2024-05-21
6981,278,1,0,1,0,2024-05-18
6982,791,2,0,1,1,2024-05-17
6983,146,1,0,1,0,2024-05-21
6984,202,1,0,1,0,2024-05-17
6985,73,1,0,1,0,2024-05-18
6986,154,1,0,1,0,2024-05-15
6987,257,1,0,1,0,2024-05-26
6988,199,1,0,1,0,2024-05-18
6989,208,1,0,1,0,2024-05-18
6990,471,1,0,1,0,2024-05-12
6991,360,5,0,1,0,2024-05-30
6992,131,1,0,1,0,2024-05-05
6993,137,1,0,1,0,2024-05-27
6994,155,1,0,1,0,2024-05-31
6995,66,2,0,1,0,2024-05-26
6996,103,7,0,1,0,2024-05-07
6997,656,1,0,1,0,2024-05-04
6998,358,10,0,1,0,2024-05-10
6999,514,3,0,1,0,2024-05-28
7000,27,1,0,1,0,2024-05-20
7001,544,4,0,1,0,2024-05-06
7002,346,6,0,1,0,2024-05-12
7003,134,6,0,1,0,2024-05-20
7004,135,2,0,1,0,2024-05-01
7005,633,6,0,1,0,2024-05-04
7006,48,1,0,1,0,2024-05-17
7007,359,2,0,1,0,2024-05-12
7008,105,1,0,1,0,2024-05-11
7009,746,1,0,1,1,2024-05-25
7010,322,1,0,1,0,2024-05-26
7011,56,2,0,1,0,2024-05-21
7012,315,1,0,1,0,2024-05-12
7013,126,1,0,1,0,2024-05-09
7014,122,1,0,1,0,2024-05-03
7015,144,2,0,1,0,2024-05-11
7016,445,1,0,1,0,2024-05-08
7017,356,2,0,1,0,2024-05-18
7018,144,1,0,1,0,2024-05-08
7019,102,4,0,1,0,2024-05-17
7020,187,3,0,1,0,2024-05-30
7021,329,1,0,1,0,2024-05-20
7022,247,1,0,1,0,2024-05-24
7023,152,1,0,1,0,2024-05-26
7024,49,1,0,1,0,2024-05-27
7025,223,4,0,1,0,2024-05-25
7026,177,1,0,1,0,2024-05-17
7027,77,1,0,1,0,2024-05-12
7028,106,1,0,1,0,2024-05-07
7029,146,1,0,1,0,2024-05-25
7030,125,1,0,1,0,2024-05-01
7031,404,1,0,1,0,2024-05-10
7032,413,1,0,1,0,2024-05-27
7033,177,2,0,1,0,2024-05-23
7034,118,1,0,1,0,2024-05-09
7035,201,1,0,1,0,2024-05-17
7036,609,2,0,1,0,2024-05-25
7037,251,1,0,1,0,2024-05-31
7038,35,1,0,1,0,2024-05-20
7039,473,1,0,1,0,2024-05-19
7040,596,1,0,1,0,2024-05-29
7041,370,1,0,1,0,2024-05-17
7042,691,1,0,1,0,2024-05-16
7043,70,2,0,1,0,2024-05-18
7044,77,2,0,1,0,2024-05-29
7045,212,6,0,1,0,2024-05-27
7046,245,4,0,1,0,2024-05-28
7047,544,1,0,1,0,2024-05-20
7048,117,1,0,1,0,2024-05-03
7049,410,5,0,1,0,2024-05-19
7050,513,3,0,1,0,2024-05-04
7051,179,2,0,1,0,2024-05-20
7052,896,1,0,1,0,2024-05-07
7053,174,1,0,1,0,2024-05-03
7054,365,2,0,1,0,2024-05-05
7055,1207,1,0,1,1,2024-05-20
7056,158,1,0,1,0,2024-05-06
7057,159,1,0,1,0,2024-05-21
7058,82,1,0,1,0,2024-05-16
7059,180,1,0,1,0,2024-05-17
7060,42,3,0,1,0,2024-05-31
7061,206,1,0,1,0,2024-05-03
7062,92,1,0,1,0,2024-05-10
7063,162,2,0,1,0,2024-05-16
7064,347,1,0,1,0,2024-05-05
7065,117,1,0,1,0,2024-05-14
7066,936,1,0,1,0,2024-05-03
7067,162,2,0,1,0,2024-05-29
7068,126,2,0,1,0,2024-05-13
7069,344,3,0,1,0,2024-05-01
7070,71,5,0,1,0,2024-05-10
7071,178,1,0,1,0,2024-05-15
7072,52,5,0,1,0,2024-05-21
7073,409,3,0,1,0,2024-05-06
7074,272,5,0,1,0,2024-05-07
7075,87,7,0,1,0,2024-05-09
7076,127,1,0,1,0,2024-05-01
7077,202,1,0,1,0,2024-05-05
7078,117,1,0,1,0,2024-05-02
7079,441,1,0,1,0,2024-05-18
7080,175,1,0,1,0,2024-05-14
7081,164,3,0,1,0,2024-05-04
7082,80,3,0,1,0,2024-05-27
7083,932,3,0,1,0,2024-05-15
7084,13,1,0,1,0,2024-05-15
7085,139,3,0,1,0,2024-05-01
7086,879,2,0,1,0,2024-05-08
7087,263,3,0,1,0,2024-05-26
7088,64,4,0,1,0,2024-05-12
7089,440,2,0,1,0,2024-05-13
7090,76,3,0,1,0,2024-05-11
7091,26,3,0,1,0,2024-05-25
7092,455,2,0,1,0,2024-05-14
7093,180,2,0,1,0,2024-05-20
7094,200,2,0,1,0,2024-05-21
7095,535,2,0,1,1,2024-05-31
7096,313,2,0,1,0,2024-05-09
7097,101,1,0,1,0,2024-05-22
7098,473,3,0,1,0,2024-05-18
7099,1026,2,0,1,0,2024-05-21
7100,364,3,0,1,0,2024-05-21
7101,153,1,0,1,0,2024-05-17
7102,158,1,0,1,0,2024-05-02
7103,617,2,0,1,0,2024-05-27
7104,99,1,0,1,0,2024-05-31
7105,217,1,0,1,0,2024-05-26
7106,129,2,0,1,0,2024-05-26
7107,277,2,0,1,0,2024-05-17
7108,200,4,0,1,0,2024-05-03
7109,105,2,0,1,0,2024-05-04
7110,431,2,0,1,0,2024-05-30
7111,417,2,0,1,0,2024-05-01
7112,480,2,0,1,0,2024-05-13
7113,331,4,0,1,0,2024-05-03
7114,359,3,0,1,0,2024-05-27
7115,332,2,0,1,0,2024-05-13
7116,215,1,0,1,0,2024-05-22
7117,535,2,0,1,0,2024-05-09
7118,147,2,0,1,0,2024-05-19
7119,13,3,0,1,0,2024-05-15
7120,689,2,0,1,0,2024-05-31
7121,242,3,0,1,0,2024-05-27
7122,665,1,0,1,0,2024-05-03
7123,97,1,0,1,0,2024-05-17
7124,166,1,0,1,0,2024-05-16
7125,207,1,0,1,0,2024-05-07
7126,376,1,0,1,0,2024-05-25
7127,480,10,0,1,0,2024-05-01
7128,609,1,0,1,0,2024-05-25
7129,116,1,0,1,0,2024-05-21
7130,484,5,0,1,0,2024-05-12
7131,217,1,0,1,0,2024-05-20
7132,112,1,0,1,0,2024-05-04
7133,726,1,0,1,0,2024-05-17
7134,148,4,0,1,0,2024-05-02
7135,1047,2,0,1,1,2024-05-31
7136,362,5,0,1,0,2024-05-02
7137,1059,2,0,1,1,2024-05-14
7138,54,2,0,1,0,2024-05-26
7139,184,2,0,1,0,2024-05-26
7140,253,2,0,1,0,2024-05-31
7141,114,3,0,1,0,2024-05-23
7142,293,2,0,1,0,2024-05-17
7143,246,2,0,1,0,2024-05-29
7144,195,2,0,1,0,2024-05-11
7145,221,2,0,1,0,2024-05-19
7146,166,3,0,1,0,2024-05-18
7147,385,2,0,1,0,2024-05-24
7148,85,6,0,1,0,2024-05-22
7149,173,1,0,1,0,2024-05-18
7150,48,5,0,1,0,2024-05-25
7151,410,3,0,1,0,2024-05-14
7152,311,3,0,1,0,2024-05-31
7153,40,2,0,1,0,2024-05-20
7154,81,1,0,1,0,2024-05-21
7155,558,13,0,1,0,2024-05-08
7156,109,4,0,1,0,2024-05-21
7157,77,3,0,1,0,2024-05-14
7158,70,7,0,1,0,2024-05-29
7159,229,4,0,1,0,2024-05-02
7160,565,1,0,1,0,2024-05-17
7161,145,2,0,1,0,2024-05-22
7162,792,3,0,1,1,2024-05-29
7163,199,2,0,1,0,2024-05-29
7164,488,1,0,1,0,2024-05-28
7165,176,3,0,1,0,2024-05-17
7166,123,4,0,1,0,2024-05-07
7167,88,2,0,1,0,2024-05-06
7168,768,4,0,1,0,2024-05-18
7169,105,3,0,1,0,2024-05-30
7170,101,4,0,1,0,2024-05-01
7171,225,3,0,1,0,2024-05-28
7172,122,2,0,1,0,2024-05-01
7173,52,2,0,1,0,2024-05-29
7174,150,4,0,1,0,2024-05-01
7175,399,1,0,1,0,2024-05-16
7176,58,1,0,1,0,2024-05-26
7177,260,1,0,1,0,2024-05-15
7178,199,3,0,1,0,2024-05-01
7179,241,4,0,1,0,2024-05-02
7180,399,5,0,1,0,2024-05-27
7181,637,3,0,1,0,2024-05-02
7182,107,2,0,1,0,2024-05-18
7183,68,1,0,1,0,2024-05-29
7184,137,1,0,1,0,2024-05-10
7185,182,1,0,1,0,2024-05-12
7186,553,1,0,1,0,2024-05-18
7187,310,3,0,1,0,2024-05-13
7188,206,3,0,1,0,2024-05-19
7189,119,2,0,1,0,2024-05-26
7190,764,2,0,1,0,2024-05-13
7191,29,4,0,1,0,2024-05-20
7192,126,2,0,1,0,2024-05-29
7193,251,4,0,1,0,2024-05-01
7194,188,6,0,1,0,2024-05-21
7195,368,2,0,1,0,2024-05-22
7196,414,2,0,1,0,2024-05-22
7197,128,3,0,1,0,2024-05-22
7198,685,2,0,1,0,2024-05-18
7199,512,5,0,1,0,2024-05-19
7200,102,3,0,1,0,2024-05-24
7201,1611,2,0,1,0,2024-05-13
7202,44,15,0,1,0,2024-05-08
7203,203,2,0,1,0,2024-05-28
7204,74,2,0,1,0,2024-05-19
7205,118,3,0,1,0,2024-05-23
7206,725,3,0,1,0,2024-05-06
7207,100,5,0,1,0,2024-05-23
7208,124,3,0,1,0,2024-05-11
7209,752,2,0,1,0,2024-05-18
7210,241,3,0,1,0,2024-05-31
7211,430,1,0,1,0,2024-05-25
7212,219,3,0,1,0,2024-05-19
7213,67,2,0,1,0,2024-05-05
7214,294,3,0,1,0,2024-05-18
7215,318,2,0,1,0,2024-05-18
7216,1185,3,0,1,0,2024-05-23
7217,110,3,0,1,0,2024-05-30
7218,58,2,0,1,0,2024-05-23
7219,386,2,0,1,0,2024-05-31
7220,218,2,0,1,0,2024-05-12
7221,191,2,0,1,0,2024-05-06
7222,84,2,0,1,0,2024-05-30
7223,130,2,0,1,0,2024-05-01
7224,113,2,0,1,0,2024-05-08
7225,744,6,0,1,0,2024-05-05
7226,76,4,0,1,0,2024-05-30
7227,187,3,0,1,0,2024-05-11
7228,587,4,0,1,0,2024-05-08
7229,336,3,0,1,0,2024-05-18
7230,59,3,0,1,0,2024-05-13
7231,72,12,0,1,0,2024-05-27
7232,127,2,0,1,0,2024-05-22
7233,352,2,0,1,0,2024-05-03
7234,347,2,0,1,0,2024-05-10
7235,286,2,0,1,0,2024-05-03
7236,668,2,0,1,0,2024-05-08
7237,29,9,0,1,0,2024-05-28
7238,211,6,0,1,0,2024-05-25
7239,175,3,0,1,0,2024-05-28
7240,55,2,0,1,0,2024-05-07
7241,324,3,0,1,0,2024-05-18
7242,228,3,0,1,0,2024-05-05
7243,128,2,0,1,0,2024-05-27
7244,38,9,0,1,0,2024-05-03
7245,96,2,0,1,0,2024-05-10
7246,18,16,0,1,0,2024-05-19
7247,147,4,0,1,0,2024-05-29
7248,900,2,0,1,1,2024-05-29
7249,135,2,0,1,0,2024-05-05
7250,56,3,0,1,0,2024-05-12
7251,39,22,0,1,0,2024-05-23
7252,144,5,0,1,0,2024-05-26
7253,249,2,0,1,0,2024-05-18
7254,286,3,0,1,0,2024-05-23
7255,384,2,0,1,0,2024-05-15
