client_id,age,job,marital,education,credit_default,mortgage,month,day,contact_duration,number_contacts,previous_campaign_contacts,previous_outcome,cons_price_idx,euribor_three_months,campaign_outcome,year,last_contact_date
9878,38,blue-collar,married,basic_6y,0,1,,17,362,1,0,1,94.465,4.959,0,2024,
9879,32,blue-collar,married,basic_6y,0,0,,6,125,1,0,1,94.465,4.959,0,2024,
9880,47,unknown,married,unknown,,1,,28,91,1,0,1,94.465,4.959,0,2024,
9881,34,services,married,high_school,0,,,21,187,1,0,1,94.465,4.959,0,2024,
9882,33,technician,married,university_degree,,0,,30,420,1,0,1,94.465,4.959,0,2024,
9883,42,technician,married,professional_course,,0,,28,115,16,0,1,94.465,4.959,0,2024,
9884,57,technician,single,professional_course,,1,,27,64,1,0,1,94.465,4.959,0,2024,
9885,24,self-employed,single,university_degree,0,1,,3,40,1,0,1,94.465,4.959,0,2024,
9886,33,admin_,single,university_degree,0,1,,25,113,1,0,1,94.465,4.959,0,2024,
9887,39,housemaid,married,university_degree,0,0,,30,68,4,0,1,94.465,4.959,0,2024,
9888,45,blue-collar,married,basic_6y,,1,,27,55,1,0,1,94.465,4.959,0,2024,
9889,31,blue-collar,married,basic_6y,0,0,,9,62,1,0,1,94.465,4.959,0,2024,
9890,31,services,married,basic_9y,0,1,,16,886,2,0,1,94.465,4.959,0,2024,
9891,48,blue-collar,married,basic_9y,0,0,,17,100,1,0,1,94.465,4.959,0,2024,
9892,37,admin_,single,high_school,0,0,,11,61,1,0,1,94.465,4.959,0,2024,
9893,32,admin_,single,high_school,0,1,,21,1199,1,0,1,94.465,4.959,1,2024,
9894,51,admin_,married,basic_6y,,1,,6,140,1,0,1,94.465,4.959,0,2024,
9895,33,admin_,married,university_degree,0,0,,2,436,1,0,1,94.465,4.959,0,2024,
9896,60,technician,divorced,professional_course,,0,,6,72,1,0,1,94.465,4.959,0,2024,
9897,25,services,single,high_school,0,0,,6,119,1,0,1,94.465,4.959,0,2024,
9898,50,blue-collar,married,basic_6y,,1,,19,123,1,0,1,94.465,4.959,0,2024,
9899,33,admin_,single,university_degree,0,1,,5,553,1,0,1,94.465,4.959,0,2024,
9900,44,admin_,married,university_degree,,1,,2,320,1,0,1,94.465,4.959,0,2024,
9901,43,entrepreneur,married,university_degree,,0,,17,935,1,0,1,94.465,4.959,1,2024,
9902,57,retired,married,basic_4y,,0,,24,74,1,0,1,94.465,4.959,0,2024,
9903,58,management,married,university_degree,0,1,,25,81,1,0,1,94.465,4.959,0,2024,
9904,50,blue-collar,married,basic_6y,,0,,16,586,1,0,1,94.465,4.959,1,2024,
9905,41,blue-collar,married,basic_6y,,1,,24,950,4,0,1,94.465,4.959,0,2024,
9906,34,blue-collar,single,basic_9y,,0,,4,159,1,0,1,94.465,4.959,0,2024,
9907,31,blue-collar,married,basic_9y,0,1,,21,838,2,0,1,94.465,4.959,1,2024,
9908,31,technician,single,unknown,0,0,,15,46,1,0,1,94.465,4.959,0,2024,
9909,55,technician,married,high_school,,0,,6,473,1,0,1,94.465,4.959,0,2024,
9910,45,blue-collar,married,basic_9y,0,0,,23,119,1,0,1,94.465,4.959,0,2024,
9911,48,admin_,divorced,high_school,0,1,,24,967,2,0,1,94.465,4.959,1,2024,
9912,44,unemployed,single,basic_4y,0,0,,16,33,1,0,1,94.465,4.959,0,2024,
9913,30,admin_,single,university_degree,0,1,,27,148,1,0,1,94.465,4.959,0,2024,
9914,57,blue-collar,married,unknown,,0,,6,651,2,0,1,94.465,4.959,1,2024,
9915,39,blue-collar,married,professional_course,0,0,,12,437,2,0,1,94.465,4.959,0,2024,
9916,52,blue-collar,divorced,high_school,0,0,,26,134,2,0,1,94.465,4.959,0,2024,
9917,36,services,single,unknown,0,1,,30,116,7,0,1,94.465,4.959,0,2024,
9918,41,self-employed,married,high_school,0,,,19,143,1,0,1,94.465,4.959,0,2024,
9919,43,unemployed,married,university_degree,,1,,26,174,1,0,1,94.465,4.959,0,2024,
9920,39,entrepreneur,married,university_degree,0,1,,2,63,1,0,1,94.465,4.959,0,2024,
9921,44,blue-collar,divorced,high_school,0,1,,25,340,1,0,1,94.465,4.959,0,2024,
9922,40,entrepreneur,married,basic_9y,0,1,,8,103,1,0,1,94.465,4.959,0,2024,
9923,49,technician,divorced,unknown,0,0,,1,41,1,0,1,94.465,4.959,0,2024,
9924,42,admin_,divorced,high_school,0,1,,24,247,1,0,1,94.465,4.959,0,2024,
9925,56,blue-collar,married,basic_4y,,1,,10,114,1,0,1,94.465,4.959,0,2024,
9926,31,housemaid,married,basic_4y,,0,,2,327,10,0,1,94.465,4.959,0,2024,
9927,52,unemployed,married,unknown,0,1,,3,110,1,0,1,94.465,4.959,0,2024,
9928,33,management,single,university_degree,0,0,,13,257,1,0,1,94.465,4.959,0,2024,
9929,33,admin_,married,university_degree,0,1,,20,59,1,0,1,94.465,4.959,0,2024,
9930,45,unknown,married,unknown,,0,,26,113,1,0,1,94.465,4.959,0,2024,
9931,51,entrepreneur,married,professional_course,0,0,,6,127,1,0,1,94.465,4.959,0,2024,
9932,36,technician,married,professional_course,0,0,,8,183,9,0,1,94.465,4.959,0,2024,
9933,45,technician,married,university_degree,0,0,,8,142,2,0,1,94.465,4.959,0,2024,
9934,42,services,married,high_school,0,0,,18,678,4,0,1,94.465,4.959,0,2024,
9935,43,services,single,unknown,,1,,29,86,2,0,1,94.465,4.959,0,2024,
9936,42,blue-collar,married,unknown,0,0,,29,96,7,0,1,94.465,4.959,0,2024,
9937,36,admin_,married,professional_course,0,0,,22,211,17,0,1,94.465,4.959,0,2024,
9938,42,blue-collar,divorced,basic_9y,0,1,,30,201,5,0,1,94.465,4.959,0,2024,
9939,48,admin_,married,professional_course,0,0,,28,105,2,0,1,94.465,4.959,0,2024,
9940,35,admin_,married,university_degree,0,1,,23,100,5,0,1,94.465,4.959,0,2024,
9941,30,blue-collar,single,basic_4y,,0,,16,952,3,0,1,94.465,4.959,0,2024,
9942,31,admin_,married,university_degree,0,0,,1,181,2,0,1,94.465,4.959,0,2024,
9943,40,technician,married,basic_9y,0,0,,28,389,6,0,1,94.465,4.959,0,2024,
9944,26,admin_,single,high_school,0,0,,6,203,4,0,1,94.465,4.959,0,2024,
9945,47,blue-collar,divorced,basic_4y,0,0,,23,450,2,0,1,94.465,4.959,0,2024,
9946,41,housemaid,married,basic_4y,,0,,8,105,3,0,1,94.465,4.959,0,2024,
9947,40,services,married,high_school,0,1,,4,85,6,0,1,94.465,4.959,0,2024,
9948,37,blue-collar,married,basic_9y,0,0,,3,203,2,0,1,94.465,4.959,0,2024,
9949,38,blue-collar,married,basic_6y,,1,,19,74,13,0,1,94.465,4.959,0,2024,
9950,49,blue-collar,married,basic_9y,,0,,25,222,9,0,1,94.465,4.959,0,2024,
9951,50,blue-collar,divorced,basic_4y,0,1,,15,30,22,0,1,94.465,4.959,0,2024,
9952,37,admin_,married,basic_9y,0,0,,18,268,2,0,1,94.465,4.959,0,2024,
9953,55,admin_,divorced,high_school,0,0,,28,148,2,0,1,94.465,4.959,0,2024,
9954,50,blue-collar,divorced,basic_4y,0,0,,9,427,2,0,1,94.465,4.959,0,2024,
9955,38,admin_,single,university_degree,0,0,,7,90,9,0,1,94.465,4.959,0,2024,
9956,33,entrepreneur,married,high_school,0,1,,4,177,8,0,1,94.465,4.959,0,2024,
9957,41,admin_,single,high_school,0,0,,17,328,3,0,1,94.465,4.959,0,2024,
9958,56,blue-collar,married,basic_4y,0,0,,16,133,2,0,1,94.465,4.959,0,2024,
9959,52,services,married,university_degree,0,1,,23,516,2,0,1,94.465,4.959,0,2024,
9960,51,unemployed,married,high_school,,1,,23,204,2,0,1,94.465,4.959,0,2024,
9961,32,blue-collar,married,basic_9y,0,0,,9,184,2,0,1,94.465,4.959,0,2024,
9962,33,blue-collar,married,basic_6y,,0,,9,157,6,0,1,94.465,4.959,0,2024,
9963,49,management,divorced,high_school,,0,,17,319,6,0,1,94.465,4.959,0,2024,
9964,29,self-employed,married,university_degree,,1,,22,199,6,0,1,94.465,4.959,0,2024,
9965,35,blue-collar,married,basic_6y,,0,,7,147,4,0,1,94.465,4.959,0,2024,
9966,25,self-employed,married,professional_course,0,1,,21,394,2,0,1,94.465,4.959,0,2024,
9967,47,blue-collar,married,basic_4y,,1,,12,81,3,0,1,94.465,4.959,0,2024,
9968,45,blue-collar,married,basic_4y,0,0,,4,157,9,0,1,94.465,4.959,0,2024,
9969,56,admin_,married,high_school,0,1,,22,375,11,0,1,94.465,4.959,0,2024,
9970,43,technician,single,professional_course,0,1,,14,184,3,0,1,94.465,4.959,0,2024,
9971,57,self-employed,married,basic_4y,0,0,,15,162,3,0,1,94.465,4.959,0,2024,
9972,47,blue-collar,married,basic_9y,,0,,28,47,7,0,1,94.465,4.959,0,2024,
9973,45,entrepreneur,married,basic_6y,0,0,,29,215,2,0,1,94.465,4.959,0,2024,
9974,45,blue-collar,married,basic_9y,0,0,,26,230,13,0,1,94.465,4.959,0,2024,
9975,40,blue-collar,married,basic_4y,,0,,6,105,3,0,1,94.465,4.959,0,2024,
9976,36,unemployed,single,university_degree,0,1,,8,150,2,0,1,94.465,4.959,0,2024,
9977,41,blue-collar,married,basic_9y,0,1,,9,213,6,0,1,94.465,4.959,0,2024,
9978,45,entrepreneur,married,high_school,0,1,,18,126,2,0,1,94.465,4.959,0,2024,
9979,38,admin_,married,university_degree,0,1,,2,70,3,0,1,94.465,4.959,0,2024,
9980,49,admin_,divorced,university_degree,0,0,,6,141,2,0,1,94.465,4.959,0,2024,
9981,53,blue-collar,married,basic_9y,,0,,27,111,10,0,1,94.465,4.959,0,2024,
9982,37,blue-collar,single,basic_9y,0,0,,11,287,3,0,1,94.465,4.959,0,2024,
9983,43,services,married,high_school,0,1,,15,83,2,0,1,94.465,4.959,0,2024,
9984,29,admin_,single,university_degree,0,1,,13,124,4,0,1,94.465,4.959,0,2024,
9985,39,technician,married,professional_course,0,1,,28,67,3,0,1,94.465,4.959,0,2024,
9986,34,admin_,single,high_school,0,,,27,104,2,0,1,94.465,4.959,0,2024,
9987,57,retired,single,high_school,0,0,,13,904,4,0,1,94.465,4.959,0,2024,
9988,30,services,married,unknown,0,1,,1,597,10,0,1,94.465,4.959,0,2024,
9989,28,services,married,high_school,0,0,,12,274,2,0,1,94.465,4.959,0,2024,
9990,35,blue-collar,single,unknown,0,0,,9,124,4,0,1,94.465,4.959,0,2024,
9991,28,technician,single,university_degree,,0,,3,354,17,0,1,94.465,4.959,0,2024,
9992,46,blue-collar,married,basic_9y,0,0,,25,152,10,0,1,94.465,4.959,0,2024,
9993,31,housemaid,married,basic_4y,,1,,1,328,4,0,1,94.465,4.959,0,2024,
9994,59,retired,married,professional_course,,1,,4,59,8,0,1,94.465,4.959,0,2024,
9995,39,blue-collar,married,basic_4y,,1,,30,125,3,0,1,94.465,4.959,0,2024,
9996,36,technician,married,high_school,0,1,,12,158,2,0,1,94.465,4.959,0,2024,
9997,33,services,single,basic_6y,0,,,19,179,4,0,1,94.465,4.959,0,2024,
9998,41,technician,married,professional_course,,1,,3,649,3,0,1,94.465,4.959,1,2024,
9999,40,services,divorced,unknown,0,1,,5,26,29,0,1,94.465,4.959,0,2024,
10000,28,admin_,single,university_degree,0,0,,29,203,3,0,1,94.465,4.959,0,2024,
10001,30,services,married,high_school,0,1,,24,138,5,0,1,94.465,4.959,0,2024,
10002,25,blue-collar,single,basic_4y,0,0,,1,107,19,0,1,94.465,4.959,0,2024,
10003,45,blue-collar,married,basic_9y,,0,,25,409,3,0,1,94.465,4.959,0,2024,
10004,40,admin_,single,university_degree,0,0,,28,48,3,0,1,94.465,4.959,0,2024,
10005,37,admin_,married,university_degree,,1,,10,83,10,0,1,94.465,4.959,0,2024,
10006,45,blue-collar,married,basic_4y,,0,,28,199,3,0,1,94.465,4.959,0,2024,
10007,49,blue-collar,divorced,basic_4y,,0,,8,122,5,0,1,94.465,4.959,0,2024,
10008,42,blue-collar,married,basic_6y,0,0,,28,218,7,0,1,94.465,4.959,0,2024,
10009,35,admin_,single,high_school,,1,,1,93,3,0,1,94.465,4.959,0,2024,
10010,50,blue-collar,divorced,basic_4y,0,0,,18,222,2,0,1,94.465,4.959,0,2024,
10011,56,blue-collar,divorced,basic_4y,0,1,,3,378,4,0,1,94.465,4.959,0,2024,
10012,43,blue-collar,married,basic_9y,,1,,22,93,2,0,1,94.465,4.959,0,2024,
10013,35,management,single,unknown,0,,,26,514,4,0,1,94.465,4.959,0,2024,
10014,53,unknown,married,high_school,,0,,27,89,3,0,1,94.465,4.959,0,2024,
10015,30,self-employed,single,university_degree,0,0,,19,58,3,0,1,94.465,4.959,0,2024,
10016,32,entrepreneur,married,high_school,,0,,18,850,8,0,1,94.465,4.959,0,2024,
10017,32,blue-collar,married,basic_9y,0,0,,3,307,2,0,1,94.465,4.958,0,2024,
10018,40,admin_,married,high_school,,0,,17,89,6,0,1,94.465,4.958,0,2024,
10019,38,blue-collar,married,basic_6y,,0,,17,71,12,0,1,94.465,4.958,0,2024,
10020,54,housemaid,divorced,unknown,0,1,,1,52,3,0,1,94.465,4.958,0,2024,
10021,59,technician,married,university_degree,0,0,,22,136,2,0,1,94.465,4.958,0,2024,
10022,45,blue-collar,divorced,basic_9y,0,1,,12,542,3,0,1,94.465,4.958,0,2024,
10023,40,admin_,married,university_degree,0,0,,5,265,3,0,1,94.465,4.958,0,2024,
10024,27,student,single,high_school,0,1,,21,84,3,0,1,94.465,4.958,0,2024,
10025,55,retired,divorced,high_school,0,0,,15,410,16,0,1,94.465,4.958,0,2024,
10026,37,admin_,single,university_degree,0,1,,7,93,8,0,1,94.465,4.958,0,2024,
10027,53,technician,married,unknown,0,1,,6,134,3,0,1,94.465,4.958,0,2024,
10028,56,management,married,university_degree,0,0,,23,403,5,0,1,94.465,4.958,0,2024,
10029,39,admin_,married,university_degree,0,1,,29,36,3,0,1,94.465,4.958,0,2024,
10030,29,services,married,high_school,0,1,,19,109,2,0,1,94.465,4.958,0,2024,
10031,30,student,single,basic_9y,0,0,,5,90,3,0,1,94.465,4.958,0,2024,
10032,31,entrepreneur,married,high_school,0,1,,23,305,2,0,1,94.465,4.958,0,2024,
10033,42,entrepreneur,married,university_degree,,1,,6,135,3,0,1,94.465,4.958,0,2024,
10034,36,blue-collar,married,basic_6y,0,1,,14,614,2,0,1,94.465,4.958,1,2024,
10035,38,admin_,married,university_degree,0,0,,4,781,2,0,1,94.465,4.958,0,2024,
10036,43,technician,married,professional_course,0,0,,15,112,2,0,1,94.465,4.958,0,2024,
10037,41,blue-collar,married,basic_9y,,0,,26,337,22,0,1,94.465,4.958,0,2024,
10038,32,admin_,married,high_school,0,1,,7,423,2,0,1,94.465,4.958,0,2024,
10039,44,technician,married,professional_course,0,0,,14,171,1,0,1,94.465,4.958,0,2024,
10040,39,admin_,single,high_school,0,0,,26,110,4,0,1,94.465,4.958,0,2024,
10041,39,admin_,married,university_degree,0,1,,11,138,1,0,1,94.465,4.958,0,2024,
10042,40,technician,married,high_school,0,1,,18,126,1,0,1,94.465,4.958,0,2024,
10043,27,student,single,university_degree,0,0,,28,137,1,0,1,94.465,4.958,0,2024,
10044,56,retired,married,basic_4y,0,1,,11,125,1,0,1,94.465,4.958,0,2024,
10045,51,admin_,single,basic_6y,0,0,,5,202,1,0,1,94.465,4.958,0,2024,
10046,43,technician,single,professional_course,0,0,,12,123,1,0,1,94.465,4.958,0,2024,
10047,48,admin_,married,professional_course,,1,,28,49,2,0,1,94.465,4.958,0,2024,
10048,39,admin_,divorced,professional_course,0,1,,1,106,1,0,1,94.465,4.958,0,2024,
10049,55,technician,divorced,professional_course,,0,,9,885,1,0,1,94.465,4.958,1,2024,
10050,44,technician,divorced,professional_course,0,0,,18,112,1,0,1,94.465,4.958,0,2024,
10051,42,blue-collar,married,basic_4y,,0,,5,236,1,0,1,94.465,4.958,0,2024,
10052,46,blue-collar,married,professional_course,,0,,16,187,1,0,1,94.465,4.958,0,2024,
10053,35,technician,married,professional_course,0,1,,1,108,1,0,1,94.465,4.958,0,2024,
10054,48,blue-collar,divorced,basic_4y,,,,9,583,1,0,1,94.465,4.958,0,2024,
10055,56,entrepreneur,married,unknown,,0,,24,192,1,0,1,94.465,4.958,0,2024,
10056,36,blue-collar,married,basic_9y,0,0,,14,149,1,0,1,94.465,4.958,0,2024,
10057,28,admin_,single,university_degree,0,0,,12,151,2,0,1,94.465,4.958,0,2024,
10058,42,admin_,married,basic_6y,0,0,,10,165,1,0,1,94.465,4.958,0,2024,
10059,30,admin_,married,high_school,0,0,,24,92,2,0,1,94.465,4.958,0,2024,
10060,36,entrepreneur,married,high_school,0,0,,14,91,1,0,1,94.465,4.958,0,2024,
10061,54,blue-collar,married,basic_6y,,0,,3,2025,1,0,1,94.465,4.958,1,2024,
10062,53,technician,married,unknown,0,0,,25,123,1,0,1,94.465,4.958,0,2024,
10063,35,services,married,high_school,,1,,7,107,1,0,1,94.465,4.958,0,2024,
10064,38,admin_,single,basic_9y,0,0,,5,406,1,0,1,94.465,4.958,0,2024,
10065,32,management,single,university_degree,0,1,,18,12,3,0,1,94.465,4.958,0,2024,
10066,45,self-employed,married,professional_course,0,0,,27,128,1,0,1,94.465,4.958,0,2024,
10067,55,blue-collar,married,basic_4y,0,0,,2,146,1,0,1,94.465,4.958,0,2024,
10068,35,housemaid,single,unknown,0,1,,28,66,1,0,1,94.465,4.958,0,2024,
10069,31,blue-collar,married,basic_9y,0,1,,9,278,2,0,1,94.465,4.958,0,2024,
10070,41,services,divorced,basic_9y,0,0,,18,753,1,0,1,94.465,4.958,0,2024,
10071,39,admin_,married,high_school,,0,,25,120,1,0,1,94.465,4.958,0,2024,
10072,49,technician,divorced,unknown,0,0,,8,167,1,0,1,94.465,4.958,0,2024,
10073,30,admin_,single,university_degree,0,0,,25,48,1,0,1,94.465,4.958,0,2024,
10074,41,services,married,basic_9y,0,1,,29,385,1,0,1,94.465,4.958,0,2024,
10075,40,admin_,married,high_school,0,0,,7,97,1,0,1,94.465,4.958,0,2024,
10076,28,management,single,university_degree,0,0,,18,651,5,0,1,94.465,4.958,1,2024,
10077,47,technician,married,professional_course,0,0,,20,223,1,0,1,94.465,4.958,0,2024,
10078,59,services,married,high_school,0,0,,30,309,5,0,1,94.465,4.958,0,2024,
10079,33,blue-collar,divorced,basic_9y,0,1,,17,155,1,0,1,94.465,4.958,0,2024,
10080,44,blue-collar,married,basic_9y,,0,,12,98,1,0,1,94.465,4.958,0,2024,
10081,38,technician,married,professional_course,0,1,,12,46,1,0,1,94.465,4.958,0,2024,
10082,38,services,married,high_school,0,0,,8,252,1,0,1,94.465,4.958,0,2024,
10083,45,services,divorced,high_school,,0,,30,691,1,0,1,94.465,4.958,0,2024,
10084,39,admin_,married,university_degree,0,0,,26,93,1,0,1,94.465,4.958,0,2024,
10085,56,entrepreneur,married,university_degree,,0,,2,315,1,0,1,94.465,4.958,0,2024,
10086,53,entrepreneur,divorced,unknown,0,1,,29,154,3,0,1,94.465,4.958,0,2024,
10087,35,technician,married,basic_6y,0,1,,17,344,1,0,1,94.465,4.958,0,2024,
10088,38,technician,divorced,professional_course,0,0,,30,128,2,0,1,94.465,4.958,0,2024,
10089,55,self-employed,married,unknown,,1,,13,278,1,0,1,94.465,4.958,0,2024,
10090,30,technician,married,high_school,0,1,,10,436,1,0,1,94.465,4.958,0,2024,
10091,48,technician,married,unknown,0,0,,4,189,1,0,1,94.465,4.958,0,2024,
10092,32,admin_,single,university_degree,0,1,,19,186,1,0,1,94.465,4.958,0,2024,
10093,50,blue-collar,married,basic_4y,,0,,8,84,1,0,1,94.465,4.958,0,2024,
10094,32,housemaid,married,high_school,0,0,,21,264,1,0,1,94.465,4.958,0,2024,
10095,43,blue-collar,married,basic_9y,0,1,,7,237,1,0,1,94.465,4.958,0,2024,
10096,38,technician,single,university_degree,0,0,,27,72,1,0,1,94.465,4.958,0,2024,
10097,50,admin_,married,university_degree,0,0,,26,77,1,0,1,94.465,4.958,0,2024,
10098,49,services,married,high_school,,0,,30,128,1,0,1,94.465,4.958,0,2024,
10099,58,entrepreneur,married,university_degree,,1,,12,43,1,0,1,94.465,4.958,0,2024,
10100,35,blue-collar,married,basic_6y,0,1,,8,64,6,0,1,94.465,4.958,0,2024,
10101,44,admin_,married,university_degree,0,1,,6,351,1,0,1,94.465,4.958,0,2024,
10102,41,services,married,unknown,0,0,,27,139,2,0,1,94.465,4.958,0,2024,
10103,50,entrepreneur,married,basic_9y,0,1,,18,119,1,0,1,94.465,4.958,0,2024,
10104,54,technician,married,university_degree,0,1,,17,394,1,0,1,94.465,4.958,0,2024,
10105,42,blue-collar,married,basic_6y,0,1,,11,174,1,0,1,94.465,4.958,0,2024,
10106,31,services,married,high_school,,0,,6,62,6,0,1,94.465,4.958,0,2024,
10107,43,blue-collar,married,basic_4y,,0,,12,349,1,0,1,94.465,4.958,0,2024,
10108,58,admin_,single,university_degree,0,0,,6,100,1,0,1,94.465,4.958,0,2024,
10109,35,housemaid,married,high_school,0,0,,30,56,1,0,1,94.465,4.958,0,2024,
10110,59,services,divorced,high_school,0,0,,26,133,1,0,1,94.465,4.958,0,2024,
10111,40,blue-collar,married,basic_4y,0,1,,27,134,1,0,1,94.465,4.958,0,2024,
10112,48,admin_,married,basic_9y,,0,,8,113,1,0,1,94.465,4.958,0,2024,
10113,49,admin_,married,university_degree,0,1,,27,185,2,0,1,94.465,4.958,0,2024,
10114,59,housemaid,married,high_school,,0,,5,331,12,0,1,94.465,4.958,0,2024,
10115,24,blue-collar,married,basic_9y,0,0,,14,167,1,0,1,94.465,4.958,0,2024,
10116,43,management,married,high_school,0,1,,18,30,1,0,1,94.465,4.958,0,2024,
10117,36,services,married,high_school,0,1,,10,77,6,0,1,94.465,4.958,0,2024,
10118,56,blue-collar,married,basic_4y,0,0,,24,136,2,0,1,94.465,4.958,0,2024,
10119,34,technician,married,professional_course,0,0,,26,320,1,0,1,94.465,4.958,0,2024,
10120,27,admin_,divorced,high_school,0,0,,22,138,1,0,1,94.465,4.958,0,2024,
10121,34,technician,married,professional_course,,0,,29,10,1,0,1,94.465,4.958,0,2024,
10122,58,services,married,basic_4y,0,0,,16,75,1,0,1,94.465,4.958,0,2024,
10123,39,unemployed,married,university_degree,0,1,,4,72,1,0,1,94.465,4.958,0,2024,
10124,46,technician,married,university_degree,,0,,13,993,6,0,1,94.465,4.958,1,2024,
10125,40,blue-collar,single,basic_4y,0,1,,15,160,2,0,1,94.465,4.958,0,2024,
10126,49,technician,married,professional_course,0,0,,10,138,1,0,1,94.465,4.958,0,2024,
10127,42,admin_,single,university_degree,0,0,,11,122,1,0,1,94.465,4.958,0,2024,
10128,42,blue-collar,married,basic_6y,0,0,,16,919,1,0,1,94.465,4.958,0,2024,
10129,32,technician,married,basic_9y,,0,,16,52,5,0,1,94.465,4.958,0,2024,
10130,44,admin_,single,university_degree,,0,,27,80,2,0,1,94.465,4.958,0,2024,
10131,52,blue-collar,single,basic_4y,0,1,,30,558,1,0,1,94.465,4.958,0,2024,
10132,40,blue-collar,married,basic_4y,,0,,5,124,1,0,1,94.465,4.958,0,2024,
10133,43,admin_,single,high_school,0,0,,7,73,1,0,1,94.465,4.958,0,2024,
10134,35,blue-collar,married,high_school,0,0,,19,992,2,0,1,94.465,4.958,1,2024,
10135,54,housemaid,married,basic_4y,,0,,23,68,1,0,1,94.465,4.958,0,2024,
10136,35,services,married,basic_9y,0,0,,10,98,1,0,1,94.465,4.958,0,2024,
10137,34,services,married,high_school,0,0,,19,54,1,0,1,94.465,4.958,0,2024,
10138,22,services,single,basic_4y,0,0,,4,58,1,0,1,94.465,4.958,0,2024,
10139,42,technician,married,professional_course,,0,,30,81,1,0,1,94.465,4.958,0,2024,
10140,33,management,single,university_degree,0,1,,6,118,3,0,1,94.465,4.958,0,2024,
10141,39,management,married,university_degree,0,0,,8,127,1,0,1,94.465,4.958,0,2024,
10142,47,blue-collar,married,basic_4y,0,1,,12,309,1,0,1,94.465,4.958,0,2024,
10143,56,blue-collar,married,basic_4y,,0,,7,871,1,0,1,94.465,4.958,0,2024,
10144,49,blue-collar,married,basic_4y,0,0,,26,577,2,0,1,94.465,4.958,1,2024,
10145,39,entrepreneur,married,high_school,0,1,,13,582,1,0,1,94.465,4.958,0,2024,
10146,29,services,married,professional_course,,0,,23,46,1,0,1,94.465,4.958,0,2024,
10147,55,blue-collar,divorced,basic_4y,,0,,12,270,1,0,1,94.465,4.958,0,2024,
10148,34,technician,married,professional_course,0,0,,29,317,1,0,1,94.465,4.958,0,2024,
10149,32,technician,married,university_degree,0,0,,29,281,1,0,1,94.465,4.958,0,2024,
10150,46,entrepreneur,married,professional_course,0,1,,11,410,1,0,1,94.465,4.958,0,2024,
10151,31,blue-collar,married,basic_9y,0,0,,5,186,2,0,1,94.465,4.958,0,2024,
10152,54,technician,married,university_degree,,0,,15,322,2,0,1,94.465,4.958,0,2024,
10153,44,management,divorced,university_degree,0,1,,17,37,3,0,1,94.465,4.958,0,2024,
10154,52,blue-collar,married,basic_9y,,0,,5,283,3,0,1,94.465,4.958,0,2024,
10155,49,technician,married,professional_course,0,1,,7,88,2,0,1,94.465,4.958,0,2024,
10156,35,technician,divorced,professional_course,0,1,,27,312,2,0,1,94.465,4.958,0,2024,
10157,43,entrepreneur,married,high_school,0,0,,11,1141,6,0,1,94.465,4.958,1,2024,
10158,59,entrepreneur,divorced,high_school,,1,,21,1268,2,0,1,94.465,4.958,1,2024,
10159,36,services,married,high_school,0,1,,25,602,2,0,1,94.465,4.958,0,2024,
10160,39,services,single,high_school,0,1,,11,1178,3,0,1,94.465,4.958,0,2024,
10161,36,self-employed,divorced,university_degree,0,1,,19,130,2,0,1,94.465,4.958,0,2024,
10162,44,admin_,single,university_degree,0,1,,13,541,17,0,1,94.465,4.958,1,2024,
10163,44,management,married,high_school,0,1,,30,226,3,0,1,94.465,4.958,0,2024,
10164,37,blue-collar,married,basic_4y,0,0,,18,640,3,0,1,94.465,4.958,0,2024,
10165,41,blue-collar,married,basic_4y,0,0,,4,340,2,0,1,94.465,4.958,0,2024,
10166,41,management,married,university_degree,,1,,20,230,7,0,1,94.465,4.958,0,2024,
10167,52,blue-collar,married,basic_4y,,1,,26,159,2,0,1,94.465,4.958,0,2024,
10168,45,blue-collar,single,basic_6y,0,0,,9,138,2,0,1,94.465,4.958,0,2024,
10169,30,technician,single,professional_course,0,,,13,773,4,0,1,94.465,4.958,0,2024,
10170,48,management,married,university_degree,0,1,,30,298,3,0,1,94.465,4.958,0,2024,
10171,43,blue-collar,married,basic_4y,0,,,10,1618,2,0,1,94.465,4.958,1,2024,
10172,48,blue-collar,married,basic_6y,,0,,6,361,2,0,1,94.465,4.958,0,2024,
10173,40,blue-collar,married,unknown,0,0,,2,100,4,0,1,94.465,4.958,0,2024,
10174,29,blue-collar,married,high_school,,0,,22,124,2,0,1,94.465,4.958,0,2024,
10175,50,admin_,married,university_degree,,1,,18,153,6,0,1,94.465,4.958,0,2024,
10176,49,blue-collar,married,basic_4y,,0,,9,67,3,0,1,94.465,4.958,0,2024,
10177,44,services,married,high_school,0,1,,4,462,3,0,1,94.465,4.958,0,2024,
10178,49,technician,married,professional_course,0,1,,29,320,2,0,1,94.465,4.958,0,2024,
10179,38,management,single,university_degree,0,1,,16,69,3,0,1,94.465,4.958,0,2024,
10180,39,admin_,married,high_school,,1,,9,71,6,0,1,94.465,4.958,0,2024,
10181,43,blue-collar,divorced,basic_9y,0,0,,14,190,2,0,1,94.465,4.958,0,2024,
10182,30,entrepreneur,married,university_degree,,1,,15,204,3,0,1,94.465,4.958,0,2024,
10183,41,admin_,married,basic_9y,,1,,8,85,2,0,1,94.465,4.958,0,2024,
