client_id,age,job,marital,education,credit_default,mortgage
10785,30,technician,married,university_degree,,0
10786,43,blue-collar,married,basic_6y,,1
10787,32,technician,divorced,professional_course,0,1
10788,36,admin_,single,high_school,0,1
10789,44,admin_,divorced,high_school,0,0
10790,46,blue-collar,divorced,basic_6y,0,1
10791,45,management,married,university_degree,0,1
10792,29,technician,divorced,university_degree,0,0
10793,51,blue-collar,married,basic_4y,,1
10794,37,blue-collar,single,university_degree,0,0
10795,55,housemaid,married,university_degree,0,1
10796,38,blue-collar,divorced,basic_6y,0,1
10797,59,admin_,married,university_degree,0,1
10798,32,self-employed,divorced,professional_course,,1
10799,58,blue-collar,married,high_school,0,0
10800,32,blue-collar,married,basic_9y,,1
10801,54,blue-collar,married,high_school,0,1
10802,38,unemployed,married,basic_9y,,1
10803,49,blue-collar,married,basic_4y,,1
10804,43,services,married,high_school,0,0
10805,36,admin_,divorced,high_school,0,1
10806,52,admin_,married,university_degree,,1
10807,43,technician,single,professional_course,0,
10808,28,admin_,single,high_school,0,0
10809,46,technician,divorced,professional_course,0,0
10810,42,housemaid,married,unknown,,1
10811,31,blue-collar,married,basic_9y,0,0
10812,38,blue-collar,married,basic_9y,0,0
10813,50,services,married,high_school,0,1
10814,39,services,single,high_school,0,1
10815,34,technician,married,university_degree,0,1
10816,30,management,single,university_degree,0,1
10817,51,technician,married,high_school,0,0
10818,43,admin_,married,high_school,,0
10819,26,admin_,single,high_school,0,0
10820,35,admin_,married,university_degree,0,1
10821,24,entrepreneur,married,university_degree,0,1
10822,51,blue-collar,divorced,basic_4y,0,0
10823,31,unemployed,divorced,basic_4y,0,1
10824,45,entrepreneur,married,university_degree,,0
10825,30,student,single,university_degree,0,1
10826,46,unemployed,divorced,basic_9y,0,0
10827,44,admin_,single,high_school,0,0
10828,26,blue-collar,single,unknown,0,1
10829,38,blue-collar,married,basic_6y,0,0
10830,30,admin_,married,university_degree,0,0
10831,33,blue-collar,single,basic_9y,0,1
10832,31,blue-collar,single,basic_9y,0,0
10833,47,blue-collar,single,basic_4y,,0
10834,57,retired,married,unknown,,1
10835,36,blue-collar,single,high_school,0,1
10836,30,services,married,high_school,0,1
10837,40,blue-collar,divorced,basic_9y,,
10838,32,services,married,professional_course,0,
10839,45,entrepreneur,married,unknown,0,0
10840,29,technician,single,high_school,0,0
10841,37,management,married,university_degree,0,1
10842,45,blue-collar,married,unknown,,0
10843,48,technician,married,professional_course,,1
10844,35,admin_,divorced,basic_9y,,1
10845,34,admin_,married,university_degree,0,1
10846,42,technician,married,basic_6y,0,1
10847,32,admin_,single,high_school,,0
10848,31,technician,married,professional_course,0,0
10849,38,admin_,single,university_degree,0,1
10850,30,blue-collar,married,basic_6y,0,0
10851,54,housemaid,married,basic_4y,,0
10852,38,admin_,single,basic_9y,,1
10853,25,blue-collar,single,basic_9y,0,0
10854,25,services,single,professional_course,0,0
10855,51,unemployed,divorced,university_degree,,1
10856,35,blue-collar,single,basic_4y,,0
10857,28,admin_,single,university_degree,0,0
10858,47,services,married,high_school,0,
10859,35,technician,single,professional_course,0,0
10860,51,blue-collar,single,basic_9y,,1
10861,28,technician,single,university_degree,,0
10862,34,services,married,basic_9y,0,0
10863,27,blue-collar,married,basic_4y,,0
10864,31,services,married,high_school,0,1
10865,35,technician,married,professional_course,0,0
10866,56,management,married,university_degree,0,0
10867,31,services,single,basic_6y,0,0
10868,41,blue-collar,divorced,basic_4y,0,1
10869,58,blue-collar,married,basic_4y,,1
10870,38,blue-collar,married,basic_6y,,0
10871,47,services,married,high_school,,1
10872,46,blue-collar,married,basic_4y,,0
10873,56,retired,married,high_school,,0
10874,47,services,married,high_school,,0
10875,33,admin_,single,high_school,0,0
10876,55,technician,married,professional_course,,1
10877,47,services,married,high_school,,1
10878,56,retired,married,high_school,,1
10879,32,blue-collar,married,high_school,0,0
10880,41,blue-collar,married,basic_6y,0,0
10881,52,self-employed,married,professional_course,,0
10882,43,blue-collar,married,basic_4y,,1
10883,29,admin_,married,high_school,0,0
10884,41,admin_,divorced,high_school,0,1
10885,23,blue-collar,married,professional_course,,0
10886,51,blue-collar,divorced,unknown,,0
10887,36,services,single,high_school,0,0
10888,51,blue-collar,divorced,unknown,,0
10889,35,technician,married,professional_course,0,0
10890,43,blue-collar,married,basic_6y,0,0
10891,32,services,married,high_school,0,1
10892,41,services,married,basic_9y,0,1
10893,43,self-employed,married,university_degree,,1
10894,54,retired,single,basic_4y,,0
10895,25,admin_,single,high_school,0,1
10896,36,admin_,married,high_school,0,1
10897,36,admin_,married,high_school,0,1
10898,42,admin_,divorced,university_degree,0,0
10899,35,entrepreneur,single,professional_course,0,0
10900,50,management,married,university_degree,0,1
10901,42,admin_,divorced,university_degree,0,1
10902,32,admin_,married,high_school,0,1
10903,32,admin_,married,high_school,0,0
10904,51,services,married,high_school,,0
10905,39,blue-collar,divorced,basic_9y,0,1
10906,38,blue-collar,married,basic_9y,,1
10907,43,blue-collar,married,basic_6y,0,1
10908,39,blue-collar,divorced,basic_9y,0,1
10909,41,services,married,basic_9y,0,1
10910,34,admin_,single,high_school,0,0
10911,36,admin_,married,high_school,0,1
10912,28,services,single,high_school,0,0
10913,49,housemaid,divorced,basic_4y,0,0
10914,31,blue-collar,married,basic_9y,0,0
10915,25,housemaid,married,basic_4y,0,0
10916,29,management,married,university_degree,0,0
10917,56,blue-collar,married,basic_4y,,0
10918,54,blue-collar,divorced,basic_4y,,0
10919,31,admin_,married,high_school,0,1
10920,34,blue-collar,married,professional_course,,0
10921,27,technician,married,university_degree,0,1
10922,31,admin_,married,high_school,0,1
10923,51,blue-collar,divorced,unknown,,
10924,28,admin_,single,university_degree,0,1
10925,28,management,single,basic_9y,0,0
10926,26,blue-collar,married,basic_4y,0,0
10927,25,services,married,high_school,0,1
10928,39,technician,married,professional_course,,1
10929,28,blue-collar,married,basic_9y,0,0
10930,33,admin_,married,university_degree,0,1
10931,39,technician,married,professional_course,,0
10932,55,management,single,basic_4y,0,0
10933,29,management,married,university_degree,0,0
10934,51,management,married,university_degree,,1
10935,28,blue-collar,married,basic_9y,0,1
10936,24,blue-collar,single,basic_4y,0,0
10937,24,blue-collar,single,basic_4y,0,0
10938,45,blue-collar,divorced,unknown,,1
10939,20,services,single,high_school,0,1
10940,34,blue-collar,married,basic_9y,,0
10941,25,blue-collar,married,basic_9y,,0
10942,29,self-employed,married,professional_course,0,0
10943,29,blue-collar,married,basic_9y,0,
10944,29,self-employed,married,professional_course,0,0
10945,32,blue-collar,married,basic_6y,0,0
10946,32,blue-collar,married,basic_6y,0,1
10947,32,admin_,single,university_degree,0,0
10948,38,blue-collar,single,university_degree,,1
10949,29,blue-collar,married,unknown,,0
10950,37,technician,single,university_degree,0,0
10951,36,blue-collar,married,basic_9y,0,0
10952,55,management,single,basic_4y,0,1
10953,29,admin_,single,high_school,0,1
10954,43,blue-collar,married,basic_4y,,1
10955,24,services,single,high_school,0,1
10956,24,services,single,high_school,0,1
10957,55,blue-collar,married,basic_4y,,0
10958,38,blue-collar,married,basic_4y,,0
10959,40,admin_,married,university_degree,0,0
10960,41,services,married,basic_9y,0,1
10961,29,entrepreneur,single,professional_course,0,0
10962,58,management,unknown,university_degree,0,0
10963,28,admin_,married,university_degree,0,0
10964,57,unemployed,married,basic_9y,0,1
10965,57,housemaid,married,basic_4y,0,0
10966,33,services,married,basic_4y,0,
10967,43,blue-collar,married,basic_4y,,0
10968,38,blue-collar,married,professional_course,0,0
10969,56,technician,single,university_degree,0,1
10970,52,services,single,high_school,0,1
10971,25,technician,married,professional_course,0,1
10972,31,housemaid,married,professional_course,0,1
10973,52,services,single,high_school,0,1
10974,36,admin_,married,high_school,,1
10975,32,student,single,university_degree,0,1
10976,26,technician,single,high_school,0,
10977,41,services,married,high_school,0,
10978,31,entrepreneur,divorced,high_school,0,1
10979,28,management,married,university_degree,0,1
10980,32,blue-collar,divorced,basic_9y,0,0
10981,41,technician,single,professional_course,0,1
10982,29,technician,divorced,professional_course,0,1
10983,39,management,married,basic_9y,0,0
10984,42,management,married,university_degree,0,0
10985,50,unemployed,married,high_school,0,0
10986,34,blue-collar,married,high_school,0,0
10987,32,blue-collar,single,high_school,0,1
10988,44,entrepreneur,married,professional_course,0,0
10989,42,retired,married,professional_course,,1
10990,48,technician,divorced,university_degree,0,1
10991,41,self-employed,married,basic_9y,0,1
10992,27,management,single,high_school,0,
10993,32,technician,married,professional_course,0,0
10994,55,blue-collar,married,basic_4y,,1
10995,27,admin_,single,university_degree,0,0
10996,41,admin_,married,university_degree,0,1
10997,43,blue-collar,married,basic_4y,,1
10998,54,unemployed,married,high_school,0,0
10999,52,blue-collar,divorced,high_school,0,0
11000,55,management,single,basic_4y,0,1
11001,38,blue-collar,married,basic_9y,0,0
11002,42,blue-collar,married,high_school,,0
11003,56,retired,married,basic_4y,0,1
11004,41,services,married,basic_9y,0,1
11005,31,services,married,high_school,,1
11006,29,blue-collar,married,unknown,,0
11007,40,blue-collar,married,basic_9y,0,0
11008,25,services,single,high_school,0,0
11009,46,entrepreneur,married,university_degree,,
11010,53,management,divorced,university_degree,0,
11011,42,admin_,married,basic_6y,0,1
11012,59,retired,married,basic_9y,0,1
11013,24,technician,single,professional_course,0,1
11014,44,admin_,single,high_school,0,0
11015,43,blue-collar,married,basic_9y,0,0
11016,31,blue-collar,married,basic_9y,0,1
11017,28,technician,single,professional_course,0,1
11018,33,blue-collar,married,basic_4y,0,1
11019,47,admin_,married,basic_9y,0,1
11020,38,management,married,unknown,,0
11021,35,admin_,divorced,university_degree,0,1
11022,47,entrepreneur,married,professional_course,,0
11023,25,blue-collar,married,basic_9y,0,1
11024,26,technician,single,professional_course,0,0
11025,39,blue-collar,married,basic_4y,,1
11026,42,entrepreneur,married,professional_course,0,0
11027,43,management,married,high_school,0,0
11028,29,technician,married,professional_course,0,0
11029,50,management,married,university_degree,,0
11030,29,blue-collar,married,professional_course,0,0
11031,45,technician,divorced,professional_course,0,1
11032,36,blue-collar,married,unknown,0,1
11033,38,blue-collar,married,basic_4y,0,1
11034,36,services,married,high_school,,1
11035,33,housemaid,married,high_school,0,
11036,33,entrepreneur,married,university_degree,0,1
11037,44,blue-collar,married,basic_4y,,0
11038,33,blue-collar,married,basic_4y,0,1
11039,43,management,divorced,university_degree,0,0
11040,39,blue-collar,divorced,basic_9y,0,1
11041,36,admin_,single,university_degree,0,0
11042,31,services,single,high_school,0,0
11043,49,technician,married,professional_course,,1
11044,44,blue-collar,married,high_school,,1
11045,51,management,married,high_school,0,0
11046,28,management,married,university_degree,0,0
11047,57,blue-collar,divorced,unknown,,
11048,41,blue-collar,married,basic_9y,0,0
11049,49,unknown,married,basic_6y,0,0
11050,44,technician,married,high_school,0,1
11051,57,retired,divorced,professional_course,0,0
11052,36,services,married,high_school,,0
11053,49,admin_,married,high_school,0,1
11054,36,blue-collar,married,high_school,0,0
11055,51,management,married,university_degree,0,0
11056,45,admin_,married,high_school,0,0
11057,30,entrepreneur,married,high_school,0,
11058,46,admin_,married,basic_9y,,1
11059,43,blue-collar,single,basic_9y,0,1
11060,23,blue-collar,single,basic_9y,0,1
11061,50,technician,married,professional_course,,1
11062,41,admin_,single,high_school,,1
11063,26,admin_,single,high_school,0,0
11064,47,blue-collar,married,basic_6y,,
11065,52,blue-collar,married,basic_4y,,0
11066,33,self-employed,married,university_degree,0,0
11067,28,admin_,single,university_degree,0,1
11068,28,blue-collar,married,unknown,,0
11069,42,blue-collar,married,unknown,,0
11070,28,blue-collar,married,basic_6y,0,0
11071,54,management,married,basic_6y,0,0
11072,35,admin_,married,high_school,0,1
11073,60,admin_,married,university_degree,,0
11074,47,services,married,high_school,,1
11075,60,retired,married,high_school,0,1
11076,29,management,single,university_degree,,1
11077,49,technician,married,high_school,0,0
11078,56,retired,married,basic_4y,0,0
11079,33,admin_,married,high_school,0,0
11080,28,student,single,high_school,0,1
11081,60,admin_,married,university_degree,0,0
11082,34,admin_,married,high_school,0,0
11083,36,blue-collar,married,basic_9y,,1
11084,39,management,single,university_degree,0,1
11085,40,admin_,single,university_degree,0,0
11086,56,entrepreneur,married,university_degree,0,1
11087,33,admin_,single,professional_course,0,0
11088,40,admin_,married,basic_9y,0,0
11089,58,entrepreneur,married,basic_4y,0,0
11090,40,blue-collar,divorced,basic_9y,0,0
11091,32,blue-collar,married,basic_6y,,1
11092,37,technician,single,high_school,,0
11093,46,admin_,single,university_degree,0,1
11094,49,services,married,high_school,,0
11095,26,admin_,single,university_degree,0,0
11096,31,technician,single,professional_course,,0
11097,36,student,single,basic_9y,0,1
11098,32,technician,married,university_degree,0,0
11099,34,blue-collar,married,basic_9y,,1
11100,35,student,single,university_degree,,0
11101,59,retired,married,basic_9y,0,0
11102,47,management,divorced,university_degree,0,0
11103,46,blue-collar,married,basic_4y,,0
11104,41,self-employed,married,high_school,0,0
11105,42,blue-collar,married,basic_6y,,1
11106,39,admin_,married,professional_course,0,
11107,46,blue-collar,divorced,basic_6y,0,
11108,27,admin_,married,university_degree,0,
11109,49,blue-collar,married,basic_9y,,0
11110,50,technician,married,professional_course,,0
11111,49,services,married,high_school,,0
11112,39,technician,single,professional_course,,0
11113,47,admin_,divorced,high_school,0,0
11114,30,blue-collar,married,basic_9y,0,0
11115,35,blue-collar,married,unknown,0,0
11116,40,admin_,married,professional_course,,0
11117,56,blue-collar,married,basic_4y,,0
11118,40,management,divorced,university_degree,,1
11119,30,admin_,married,university_degree,0,0
11120,33,self-employed,single,university_degree,0,0
11121,35,blue-collar,married,basic_6y,0,0
11122,58,self-employed,divorced,professional_course,0,0
11123,47,admin_,divorced,high_school,0,1
11124,46,blue-collar,married,basic_6y,0,0
11125,53,services,married,high_school,,1
11126,58,self-employed,divorced,professional_course,0,1
11127,49,housemaid,single,high_school,,0
11128,43,services,married,high_school,0,1
11129,34,services,divorced,basic_9y,,0
11130,41,blue-collar,married,basic_9y,,0
11131,47,admin_,married,professional_course,0,0
11132,42,unemployed,married,high_school,,1
11133,49,services,married,high_school,0,0
11134,54,retired,divorced,basic_4y,0,0
11135,41,services,divorced,basic_9y,0,0
11136,36,admin_,married,university_degree,0,1
11137,51,technician,married,professional_course,0,1
11138,41,unemployed,married,professional_course,0,1
11139,42,technician,married,high_school,0,0
11140,52,management,divorced,university_degree,0,0
11141,29,admin_,married,university_degree,0,0
11142,46,services,married,basic_9y,0,0
11143,42,technician,single,high_school,0,0
11144,35,self-employed,married,basic_4y,,0
11145,48,admin_,single,university_degree,0,1
11146,27,technician,single,professional_course,0,0
11147,32,self-employed,single,high_school,0,0
11148,45,blue-collar,married,basic_9y,,1
11149,35,admin_,married,university_degree,0,0
11150,32,services,married,high_school,0,0
11151,35,admin_,married,high_school,0,0
11152,47,management,married,basic_4y,0,0
11153,35,admin_,married,high_school,0,0
11154,53,admin_,single,high_school,0,0
11155,37,technician,married,professional_course,0,0
11156,42,admin_,married,basic_4y,0,0
11157,58,retired,married,basic_4y,,0
11158,53,admin_,single,high_school,0,0
11159,35,technician,married,professional_course,0,0
11160,55,admin_,married,high_school,0,1
11161,51,blue-collar,married,basic_4y,,0
11162,51,admin_,married,professional_course,,0
11163,37,technician,single,professional_course,0,0
11164,48,services,divorced,basic_6y,,1
11165,44,admin_,married,university_degree,0,0
11166,34,admin_,married,high_school,0,0
11167,45,admin_,married,basic_9y,0,0
11168,33,technician,married,professional_course,0,1
11169,41,admin_,married,university_degree,0,1
11170,42,blue-collar,single,basic_6y,0,
11171,30,admin_,married,high_school,0,0
11172,41,blue-collar,married,basic_9y,,1
11173,45,housemaid,married,professional_course,,1
11174,45,services,married,basic_6y,0,1
11175,38,technician,single,professional_course,0,0
11176,40,services,married,unknown,,0
11177,43,admin_,married,university_degree,0,0
11178,35,blue-collar,married,basic_9y,,1
11179,37,blue-collar,single,basic_4y,,1
11180,47,admin_,married,university_degree,,0
11181,39,management,married,basic_4y,,1
11182,34,blue-collar,married,basic_9y,0,1
11183,46,blue-collar,married,basic_4y,,0
11184,44,blue-collar,married,basic_4y,0,0
11185,40,entrepreneur,married,university_degree,,
11186,54,admin_,married,high_school,0,0
11187,46,entrepreneur,married,basic_9y,0,0
11188,36,management,divorced,university_degree,0,0
11189,41,blue-collar,married,basic_4y,,1
11190,42,services,married,unknown,0,1
11191,34,technician,single,university_degree,0,0
11192,45,unknown,married,unknown,0,0
11193,33,services,married,university_degree,0,0
11194,45,blue-collar,married,basic_4y,,0
11195,40,blue-collar,married,basic_9y,,0
11196,38,blue-collar,married,basic_4y,,0
11197,49,technician,married,professional_course,0,0
11198,49,services,married,high_school,0,0
11199,39,blue-collar,married,basic_9y,,0
11200,41,blue-collar,married,basic_9y,,1
11201,41,admin_,divorced,high_school,0,
11202,42,entrepreneur,married,basic_9y,,0
11203,49,unknown,married,unknown,0,0
11204,42,unemployed,married,high_school,,1
11205,34,admin_,single,high_school,0,1
11206,49,admin_,divorced,high_school,0,0
11207,43,technician,married,basic_9y,,1
11208,42,services,married,high_school,,0
11209,52,blue-collar,married,unknown,,1
11210,50,blue-collar,married,basic_4y,,1
11211,57,admin_,married,university_degree,0,0
11212,47,blue-collar,married,basic_6y,0,1
11213,44,blue-collar,married,unknown,0,0
11214,40,management,married,university_degree,0,0
11215,30,admin_,married,high_school,0,0
11216,33,management,married,university_degree,0,0
11217,37,unemployed,married,professional_course,,1
11218,36,admin_,married,high_school,0,0
11219,38,technician,divorced,professional_course,0,0
11220,55,retired,divorced,professional_course,0,0
11221,43,unemployed,married,professional_course,0,1
11222,37,technician,single,high_school,0,0
11223,31,blue-collar,married,basic_9y,0,0
11224,29,student,married,high_school,,0
11225,24,technician,married,professional_course,0,0
11226,57,services,married,high_school,,1
11227,30,blue-collar,single,unknown,0,0
11228,58,technician,married,high_school,0,0
11229,26,admin_,single,high_school,0,
11230,29,blue-collar,single,high_school,0,1
11231,23,services,single,high_school,0,0
11232,47,management,married,basic_9y,,
11233,38,blue-collar,married,basic_6y,,0
11234,45,technician,divorced,university_degree,0,1
11235,52,retired,divorced,basic_4y,,1
11236,29,admin_,single,high_school,0,1
11237,43,technician,married,basic_9y,,1
11238,36,blue-collar,married,basic_9y,0,1
11239,38,admin_,married,high_school,0,0
11240,27,blue-collar,married,basic_6y,,1
11241,38,admin_,married,high_school,0,1
11242,52,services,divorced,high_school,0,1
11243,52,services,divorced,high_school,0,
11244,38,admin_,married,high_school,0,1
11245,54,blue-collar,married,basic_6y,,0
11246,39,blue-collar,married,basic_6y,,1
11247,28,blue-collar,married,high_school,0,0
11248,53,technician,married,university_degree,0,0
11249,40,admin_,married,university_degree,0,0
11250,49,management,married,university_degree,0,0
11251,40,services,married,high_school,0,1
11252,23,technician,single,professional_course,0,
11253,36,management,single,high_school,0,
11254,38,unemployed,married,basic_4y,,0
11255,31,admin_,married,high_school,0,0
11256,36,blue-collar,single,basic_9y,0,0
11257,34,admin_,married,basic_9y,0,0
11258,35,admin_,divorced,university_degree,0,1
11259,37,blue-collar,divorced,basic_9y,0,0
11260,57,retired,married,basic_4y,,0
11261,35,blue-collar,married,high_school,0,0
11262,58,technician,married,high_school,,0
11263,36,blue-collar,married,basic_4y,0,0
11264,49,management,married,university_degree,0,0
11265,38,admin_,married,university_degree,0,0
11266,39,admin_,single,high_school,0,0
11267,34,blue-collar,married,professional_course,,1
11268,36,blue-collar,married,basic_4y,0,1
11269,33,blue-collar,single,basic_9y,0,0
11270,59,retired,married,unknown,,1
11271,57,retired,single,basic_4y,0,1
11272,55,management,married,professional_course,,1
11273,25,blue-collar,single,basic_9y,0,1
11274,55,blue-collar,married,basic_4y,,1
11275,23,blue-collar,single,basic_9y,0,0
11276,56,self-employed,single,basic_9y,,0
11277,31,technician,single,university_degree,0,0
11278,51,blue-collar,married,basic_4y,0,0
11279,43,blue-collar,divorced,basic_9y,,0
11280,45,technician,married,university_degree,0,0
11281,57,blue-collar,married,basic_4y,,0
11282,34,services,married,basic_6y,0,0
11283,31,entrepreneur,married,high_school,0,1
11284,37,management,married,university_degree,0,0
11285,29,admin_,married,basic_9y,0,1
11286,60,entrepreneur,married,basic_4y,0,0
11287,40,blue-collar,single,basic_4y,,1
11288,55,technician,married,professional_course,,0
11289,43,admin_,married,university_degree,0,0
11290,45,blue-collar,married,basic_9y,,0
11291,40,retired,married,professional_course,0,1
11292,37,blue-collar,married,basic_9y,0,1
11293,47,admin_,married,university_degree,0,0
11294,37,blue-collar,married,professional_course,0,0
11295,28,blue-collar,married,basic_9y,0,1
11296,52,technician,married,unknown,,0
11297,28,blue-collar,married,basic_9y,0,0
11298,25,blue-collar,single,professional_course,0,0
11299,38,services,married,high_school,0,0
11300,55,housemaid,married,basic_4y,,1
11301,53,self-employed,divorced,basic_9y,0,1
11302,35,management,married,high_school,0,1
11303,45,management,single,basic_9y,0,1
11304,28,blue-collar,single,high_school,0,0
11305,36,technician,single,professional_course,0,0
11306,26,unknown,single,high_school,,0
11307,45,management,single,basic_9y,0,1
11308,38,admin_,married,university_degree,0,0
11309,46,services,married,high_school,0,0
11310,49,management,divorced,university_degree,0,0
11311,53,technician,married,professional_course,0,0
11312,49,admin_,married,high_school,,1
11313,42,technician,married,basic_6y,0,0
11314,48,blue-collar,married,high_school,,1
11315,26,blue-collar,single,basic_9y,0,1
11316,35,blue-collar,single,basic_4y,0,1
11317,42,housemaid,married,basic_4y,0,0
11318,50,housemaid,married,unknown,0,1
11319,60,management,married,university_degree,0,1
11320,56,retired,married,basic_4y,0,0
11321,31,blue-collar,married,basic_9y,0,0
11322,46,entrepreneur,married,university_degree,,1
11323,40,blue-collar,married,basic_9y,,0
11324,42,management,married,university_degree,0,0
11325,33,blue-collar,divorced,basic_9y,0,0
11326,60,blue-collar,married,basic_9y,,1
11327,40,blue-collar,married,basic_4y,0,0
11328,52,blue-collar,married,basic_4y,0,1
11329,42,services,divorced,high_school,,0
11330,48,services,married,high_school,,0
11331,34,blue-collar,married,basic_6y,0,1
11332,34,housemaid,single,university_degree,0,0
11333,48,self-employed,married,basic_9y,,1
11334,26,blue-collar,single,basic_9y,,0
11335,38,admin_,married,high_school,0,1
11336,39,unemployed,married,university_degree,,0
11337,43,technician,single,professional_course,0,
11338,29,admin_,single,high_school,0,1
11339,37,blue-collar,married,basic_6y,0,1
11340,28,blue-collar,married,basic_9y,,
11341,52,self-employed,married,basic_4y,,0
11342,25,admin_,married,high_school,,0
11343,28,technician,married,basic_9y,0,1
11344,36,admin_,married,high_school,,0
11345,47,services,single,basic_9y,0,
11346,37,technician,married,professional_course,0,1
11347,57,blue-collar,married,basic_9y,,1
11348,55,retired,married,university_degree,,1
11349,39,technician,married,professional_course,0,1
11350,38,technician,married,basic_9y,0,0
11351,56,admin_,divorced,unknown,,0
11352,52,services,divorced,high_school,0,0
11353,52,unemployed,married,high_school,0,
11354,39,blue-collar,married,basic_9y,0,
11355,32,unknown,unknown,university_degree,0,0
11356,25,blue-collar,single,basic_9y,0,1
11357,31,technician,married,high_school,0,0
11358,33,technician,divorced,professional_course,0,0
11359,36,admin_,single,university_degree,0,1
11360,26,technician,single,university_degree,0,0
11361,46,admin_,divorced,university_degree,0,1
11362,30,technician,married,university_degree,,1
11363,36,blue-collar,divorced,basic_9y,,0
11364,33,services,single,high_school,0,1
11365,57,services,divorced,high_school,,0
11366,40,technician,married,professional_course,0,0
11367,41,blue-collar,married,basic_4y,0,1
11368,41,housemaid,married,high_school,0,1
11369,30,blue-collar,married,basic_9y,0,0
11370,39,admin_,divorced,university_degree,,0
11371,52,blue-collar,married,basic_9y,0,1
11372,35,blue-collar,married,basic_9y,,0
11373,40,technician,married,professional_course,0,0
11374,44,technician,married,professional_course,0,1
11375,35,management,married,basic_9y,0,1
11376,36,admin_,divorced,university_degree,0,1
11377,56,admin_,married,high_school,0,0
11378,59,retired,divorced,basic_9y,,1
11379,36,services,married,high_school,0,1
11380,47,services,divorced,basic_4y,0,1
11381,50,technician,married,basic_6y,0,1
11382,29,self-employed,married,basic_6y,,0
11383,45,housemaid,divorced,basic_4y,0,1
11384,39,entrepreneur,married,professional_course,0,1
11385,48,retired,married,basic_4y,,0
11386,47,services,married,high_school,,1
11387,38,admin_,single,university_degree,0,1
11388,38,blue-collar,married,unknown,0,1
11389,51,admin_,married,high_school,0,0
11390,31,services,single,high_school,0,0
11391,43,services,married,high_school,,1
11392,37,unemployed,single,professional_course,0,0
11393,33,management,married,university_degree,0,0
11394,51,services,married,high_school,,1
11395,37,services,married,high_school,0,1
11396,26,blue-collar,single,basic_9y,0,0
11397,31,blue-collar,married,basic_9y,,1
11398,38,blue-collar,married,basic_6y,0,1
11399,54,housemaid,divorced,basic_4y,,1
11400,27,services,married,high_school,,0
11401,36,technician,married,professional_course,0,0
11402,34,services,married,high_school,0,0
11403,40,entrepreneur,married,basic_9y,0,1
11404,39,services,divorced,basic_6y,0,0
11405,36,blue-collar,married,high_school,,0
11406,43,blue-collar,married,basic_9y,,0
11407,33,services,married,high_school,,1
11408,43,unemployed,married,basic_4y,,0
11409,31,admin_,single,university_degree,0,0
11410,47,management,divorced,university_degree,0,1
11411,44,entrepreneur,married,basic_9y,0,0
11412,43,admin_,married,unknown,0,1
11413,30,blue-collar,single,basic_4y,0,1
11414,40,blue-collar,married,high_school,0,1
11415,40,entrepreneur,divorced,university_degree,0,1
11416,41,management,married,university_degree,0,1
11417,45,admin_,married,basic_9y,,0
11418,36,management,married,university_degree,0,1
11419,34,blue-collar,married,basic_4y,0,1
11420,50,technician,married,high_school,,1
11421,38,admin_,divorced,university_degree,0,0
11422,56,technician,married,professional_course,,0
11423,38,services,married,high_school,0,0
11424,32,services,married,high_school,0,1
11425,29,admin_,married,university_degree,0,0
11426,47,technician,married,professional_course,0,1
11427,47,admin_,married,university_degree,0,0
11428,28,blue-collar,married,basic_9y,,0
11429,35,blue-collar,married,basic_6y,0,0
11430,45,blue-collar,married,basic_9y,0,0
11431,46,blue-collar,married,basic_6y,0,0
11432,40,management,married,unknown,0,1
11433,31,housemaid,married,basic_4y,,
11434,39,blue-collar,married,high_school,0,1
11435,31,admin_,single,university_degree,0,0
11436,45,blue-collar,married,basic_9y,,1
11437,49,management,married,university_degree,0,1
11438,33,blue-collar,divorced,basic_6y,,0
11439,38,admin_,single,basic_9y,0,0
11440,48,blue-collar,married,basic_4y,0,1
11441,48,blue-collar,married,basic_4y,0,0
11442,31,admin_,single,university_degree,0,1
11443,47,blue-collar,divorced,basic_4y,0,1
11444,46,admin_,married,basic_9y,,1
11445,49,admin_,divorced,university_degree,0,1
11446,51,management,married,university_degree,0,1
11447,36,self-employed,divorced,basic_4y,0,0
11448,29,blue-collar,single,basic_9y,0,0
11449,45,blue-collar,married,basic_9y,,0
11450,40,self-employed,married,professional_course,0,1
11451,39,entrepreneur,married,university_degree,0,1
11452,49,technician,divorced,unknown,0,
11453,29,blue-collar,single,basic_9y,0,
11454,29,blue-collar,single,basic_9y,0,0
11455,52,entrepreneur,married,high_school,0,1
11456,29,blue-collar,single,basic_9y,0,
11457,58,entrepreneur,married,university_degree,,0
11458,37,services,married,high_school,0,0
11459,34,management,married,university_degree,0,1
11460,35,entrepreneur,married,university_degree,0,0
11461,49,blue-collar,married,basic_4y,,0
11462,49,blue-collar,married,basic_4y,,
11463,56,retired,divorced,basic_4y,,0
11464,34,admin_,married,university_degree,0,0
11465,40,technician,married,basic_9y,0,1
11466,29,admin_,married,university_degree,0,1
11467,40,blue-collar,married,basic_9y,0,0
11468,59,retired,divorced,basic_4y,,1
11469,37,admin_,married,high_school,,1
11470,37,housemaid,married,high_school,0,0
11471,49,blue-collar,married,basic_4y,,0
11472,40,management,married,university_degree,0,0
11473,57,management,married,university_degree,0,0
11474,37,technician,married,basic_6y,0,1
11475,40,blue-collar,divorced,basic_9y,,1
